Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
29/12/2018,15:27:11,3,28190,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.3,69.5,6.9,High,money_order
01/02/2018,10:59:50,1,40467,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.1,160.6,16.1,High,credit_card
20/11/2018,14:46:46,8,25168,Male,Mobile,Member,Fashion,Shirts,196,5,0.1,106.2,10.6,Medium,credit_card
10/08/2018,15:34:07,5,41714,Male,Mobile,Member,Fashion,Jeans,218,1,0.3,111.8,11.2,Medium,credit_card
04/08/2018,22:19:45,1,41621,Male,Mobile,Member,Fashion,Suits,109,2,0.2,24.6,2.5,High,credit_card
18/05/2018,20:26:57,4,39580,Male,Mobile,Member,Fashion,Sports Wear,85,2,0.2,1.6,0.2,Medium,credit_card
06/10/2018,20:01:45,7,18187,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.2,39.6,4,Medium,money_order
29/06/2018,22:47:29,10,58206,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.3,137.3,13.7,Low,credit_card
01/08/2018,19:44:56,8,35359,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.1,130.9,13.1,High,credit_card
13/10/2018,11:46:11,9,25092,Male,Mobile,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,High,credit_card
09/01/2018,21:24:15,1,39603,Male,Mobile,Member,Fashion,Titak watch,228,5,0.3,113.8,11.4,Medium,money_order
08/08/2018,11:57:24,5,35990,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.5,55.2,5.5,Medium,credit_card
09/10/2018,13:28:41,7,36447,Male,Mobile,Member,Fashion,T - Shirts,248,2,0.4,148.2,14.8,Medium,credit_card
28/04/2018,18:18:39,4,57624,Male,Mobile,Member,Fashion,Shirts,196,1,0.5,106.2,10.6,Medium,credit_card
12/10/2018,13:30:45,6,37825,Male,Mobile,Member,Fashion,Jeans,218,1,0.1,135.8,13.6,Low,credit_card
21/10/2018,12:21:27,3,47834,Male,Mobile,Member,Fashion,Suits,109,1,0.2,26.8,2.7,High,credit_card
13/06/2018,23:58:01,5,56238,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.1,4.2,0.4,Medium,credit_card
21/10/2018,23:36:13,6,20444,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.2,32.2,3.2,High,credit_card
18/12/2018,07:17:39,10,23752,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.5,110.4,11,Low,credit_card
01/04/2018,15:52:21,6,25090,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.2,116,11.6,High,credit_card
09/11/2018,10:08:22,8,40076,Male,Mobile,Guest,Fashion,Sneakers,62,5,0.3,12.4,1.2,Medium,credit_card
25/04/2018,17:35:13,1,18853,Male,Mobile,Member,Fashion,Titak watch,228,1,0.2,143.4,14.3,Medium,e_wallet
09/08/2018,00:50:48,4,53636,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.4,53.6,5.4,Medium,money_order
21/12/2018,13:53:21,4,26483,Male,Mobile,Member,Fashion,T - Shirts,248,5,0.2,143.2,14.3,Medium,money_order
29/10/2018,23:28:37,5,26266,Male,Mobile,Guest,Fashion,Shirts,196,1,0.4,108.2,10.8,High,credit_card
02/07/2018,15:42:23,5,30284,Male,Mobile,Member,Fashion,Jeans,218,1,0.5,94.4,9.4,High,credit_card
04/06/2018,00:02:25,5,45029,Male,Mobile,Member,Fashion,Suits,109,2,0.2,24.6,2.5,Medium,e_wallet
22/09/2018,11:27:25,1,21821,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.2,28.3,2.8,High,credit_card
27/05/2018,15:20:50,10,15092,Male,Mobile,Member,Fashion,Casula Shoes,122,2,0.4,32.2,3.2,Medium,credit_card
10/01/2018,10:48:00,5,45037,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.4,117.1,11.7,High,money_order
08/07/2018,18:12:48,1,43719,Male,Mobile,Member,Fashion,Formal Shoes,213,5,0.3,101.1,10.1,High,credit_card
14/11/2018,16:13:53,4,15471,Male,Mobile,Member,Fashion,Sneakers,62,1,0.3,15.5,1.6,Medium,money_order
15/09/2018,08:33:12,1,47155,Male,Mobile,Member,Fashion,Titak watch,228,2,0.5,125.2,12.5,High,credit_card
27/12/2018,19:09:14,2,24322,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.2,72.6,7.3,High,e_wallet
03/01/2018,12:36:36,2,17170,Male,Mobile,Member,Fashion,T - Shirts,248,2,0.4,148.2,14.8,High,credit_card
30/12/2018,12:00:06,10,39509,Male,Mobile,Member,Fashion,Shirts,196,2,0.4,100.3,10,Medium,credit_card
16/07/2018,17:22:22,4,28955,Male,Mobile,Member,Fashion,Jeans,218,2,0.5,116.2,11.6,Medium,money_order
12/03/2018,15:25:16,9,54409,Male,Mobile,Member,Fashion,Suits,109,5,0.5,1.8,0.2,Medium,credit_card
21/09/2018,13:03:33,1,16522,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.2,3.3,0.3,High,money_order
27/10/2018,20:38:13,3,56201,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.3,27.4,2.7,Medium,credit_card
03/06/2018,10:11:19,7,26068,Male,Mobile,Member,Fashion,Running Shoes,224,5,0.1,132.8,13.3,Medium,credit_card
26/01/2018,10:40:23,10,49254,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.4,98.9,9.9,Low,credit_card
04/12/2018,23:21:48,8,23178,Male,Mobile,Member,Fashion,Sneakers,62,5,0.4,12.4,1.2,High,credit_card
01/08/2018,16:28:27,1,32786,Male,Mobile,Member,Fashion,Titak watch,228,5,0.5,91,9.1,Medium,credit_card
23/09/2018,17:59:39,8,26475,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.4,53.6,5.4,High,money_order
24/12/2018,22:20:26,3,49316,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.3,145.7,14.6,High,credit_card
02/06/2018,15:06:02,7,51895,Male,Mobile,Member,Fashion,Shirts,196,2,0.2,108.2,10.8,Medium,credit_card
05/11/2018,23:23:01,1,14977,Male,Mobile,Member,Fashion,Jeans,218,1,0.3,131.5,13.1,High,money_order
25/10/2018,21:53:47,3,28542,Male,Mobile,Member,Fashion,Suits,109,2,0.3,22.5,2.2,Medium,credit_card
23/07/2018,18:29:48,9,38550,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.5,21.3,2.1,Low,credit_card
15/11/2018,18:29:31,9,56436,Male,Mobile,Member,Fashion,Casula Shoes,122,2,0.3,34.7,3.5,High,credit_card
25/08/2018,21:24:36,8,45652,Male,Mobile,Member,Fashion,Running Shoes,224,2,0.5,121.6,12.2,Medium,credit_card
26/04/2018,20:20:35,1,30281,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.3,113.8,11.4,Low,credit_card
24/06/2018,23:12:41,7,47820,Male,Mobile,Member,Fashion,Sneakers,62,1,0.3,15.5,1.6,Medium,money_order
29/04/2018,23:07:04,6,38552,Male,Mobile,Guest,Fashion,Titak watch,228,1,0.1,145.7,14.6,High,money_order
29/05/2018,14:25:23,7,23652,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.1,75.8,7.6,Medium,credit_card
25/01/2018,14:35:46,9,17827,Male,Mobile,Member,Fashion,T - Shirts,248,5,0.4,118.4,11.8,Medium,debit_card
27/12/2018,08:48:55,4,24417,Male,Mobile,Member,Fashion,Shirts,196,5,0.2,96.4,9.6,Medium,credit_card
16/10/2018,13:18:05,2,48961,Male,Mobile,Member,Fashion,Jeans,218,1,0.4,103.1,10.3,Medium,money_order
22/04/2018,13:07:19,6,59725,Male,Mobile,Member,Fashion,Suits,109,1,0.5,12.7,1.3,Low,credit_card
24/04/2018,12:55:33,10,40723,Male,Mobile,Member,Fashion,Sports Wear,85,5,0.3,17,1.7,Low,credit_card
29/12/2018,08:54:45,4,46776,Male,Mobile,Member,Fashion,Casula Shoes,122,5,0.3,23.7,2.4,Medium,money_order
02/11/2018,08:11:40,9,10963,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.4,108.2,10.8,Medium,credit_card
29/10/2018,11:14:31,10,28523,Male,Mobile,Member,Fashion,Formal Shoes,213,5,0.4,90.4,9,Medium,credit_card
01/11/2018,17:22:24,6,58117,Male,Mobile,Member,Fashion,Sneakers,62,1,0.1,15.5,1.6,Medium,credit_card
09/05/2018,16:45:20,4,21318,Male,Mobile,Member,Fashion,Titak watch,228,1,0.4,138.9,13.9,Medium,credit_card
09/09/2018,19:04:17,10,32137,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.5,63.1,6.3,Medium,credit_card
26/10/2018,17:16:52,1,49442,Male,Mobile,Guest,Fashion,T - Shirts,248,5,0.4,118.4,11.8,Medium,credit_card
23/10/2018,14:24:26,4,31012,Male,Mobile,Member,Fashion,Shirts,196,2,0.3,104.2,10.4,Medium,credit_card
06/03/2018,20:31:34,2,23695,Male,Mobile,Member,Fashion,Jeans,218,1,0.2,124.9,12.5,Medium,credit_card
20/05/2018,11:35:23,6,32497,Male,Mobile,Member,Fashion,Suits,109,5,0.1,23.6,2.4,High,credit_card
27/03/2018,01:41:50,4,48218,Male,Mobile,Guest,Fashion,Sports Wear,85,1,0.1,1.6,0.2,High,credit_card
20/03/2018,12:27:39,9,56741,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.5,23.7,2.4,Medium,credit_card
15/09/2018,20:46:15,2,26010,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.2,126.1,12.6,High,credit_card
24/04/2018,00:28:57,1,28421,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.5,122.4,12.2,Medium,credit_card
23/01/2018,12:43:17,6,57907,Male,Mobile,Member,Fashion,Sneakers,62,1,0.1,15.5,1.6,Medium,credit_card
05/01/2018,15:31:16,2,21065,Male,Mobile,Member,Fashion,Titak watch,228,5,0.5,91,9.1,Medium,money_order
29/07/2018,20:23:34,6,51793,Male,Mobile,Member,Fashion,Fossil Watch,159,5,0.1,71.1,7.1,High,e_wallet
22/11/2018,20:10:07,6,43216,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.4,158.1,15.8,Medium,credit_card
22/06/2018,12:21:50,8,55984,Male,Mobile,Member,Fashion,Shirts,196,1,0.2,112.1,11.2,Medium,credit_card
18/11/2018,10:19:46,10,59201,Male,Mobile,New ,Fashion,Jeans,218,1,0.5,94.4,9.4,Medium,credit_card
25/04/2018,13:22:03,7,51264,Male,Mobile,Member,Fashion,Suits,109,1,0.1,25.7,2.6,Medium,credit_card
09/11/2018,22:39:41,8,20547,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.2,21.3,2.1,Medium,credit_card
06/02/2018,15:20:29,3,50496,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.5,17.6,1.8,Medium,credit_card
16/05/2018,22:15:24,1,25367,Male,Mobile,Member,Fashion,Running Shoes,224,2,0.1,139.5,14,High,credit_card
15/11/2018,09:57:51,8,48629,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.2,120.2,12,Medium,credit_card
23/08/2018,10:11:58,2,13398,Male,Mobile,Member,Fashion,Sneakers,62,1,0.3,20.7,2.1,Medium,credit_card
16/08/2018,17:52:56,6,34343,Male,Mobile,Member,Fashion,Titak watch,228,5,0.3,113.8,11.4,Medium,e_wallet
27/04/2018,13:26:57,5,29201,Male,Mobile,Member,Fashion,Fossil Watch,159,5,0.2,63.1,6.3,Medium,credit_card
24/05/2018,18:48:37,6,59856,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.1,165.5,16.6,High,credit_card
04/12/2018,17:16:20,1,18691,Male,Mobile,Member,Fashion,Shirts,196,1,0.1,114,11.4,Medium,credit_card
16/05/2018,17:49:48,5,20879,Male,Mobile,Member,Fashion,Jeans,218,1,0.5,94.4,9.4,Medium,credit_card
02/08/2018,11:42:50,9,26178,Male,Mobile,Member,Fashion,Suits,109,2,0.5,18.1,1.8,Medium,credit_card
24/10/2018,10:02:47,4,39905,Male,Mobile,Member,Fashion,Sports Wear,85,2,0.4,42.5,4.3,Medium,money_order
11/01/2018,10:51:51,6,11059,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.4,37.1,3.7,High,credit_card
16/03/2018,12:52:22,1,32364,Male,Mobile,Member,Fashion,Running Shoes,224,5,0.3,110.4,11,Medium,credit_card
13/06/2018,21:04:16,8,14269,Male,Mobile,Member,Fashion,Formal Shoes,213,5,0.5,79.8,8,Medium,e_wallet
03/05/2018,12:59:16,5,50105,Male,Mobile,Member,Fashion,Sneakers,62,1,0.1,62,6.2,High,money_order
04/06/2018,11:59:36,7,28963,Male,Mobile,Member,Fashion,Titak watch,228,2,0.4,129.8,13,Medium,credit_card
14/08/2018,11:12:37,1,24750,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.1,72.6,7.3,High,money_order
04/09/2018,18:14:13,5,17167,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.2,148.2,14.8,Medium,money_order
03/09/2018,13:50:03,8,10719,Female,Mobile,Member,Fashion,Shirts,196,1,0.1,114,11.4,Medium,credit_card
04/05/2018,13:10:28,8,49187,Male,Mobile,Member,Fashion,Jeans,218,1,0.4,129.3,12.9,High,credit_card
28/12/2018,15:15:18,1,53601,Male,Mobile,Guest,Fashion,Suits,109,1,0.5,23.6,2.4,Medium,credit_card
06/03/2018,21:30:32,5,26947,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.4,1.6,0.2,Medium,money_order
25/07/2018,17:14:19,6,59514,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.2,39.6,4,High,credit_card
11/02/2018,21:23:45,6,51343,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.4,135,13.5,High,credit_card
20/12/2018,15:30:10,10,27518,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.3,113.8,11.4,Medium,credit_card
02/12/2018,11:17:03,6,10932,Male,Mobile,Member,Fashion,Sneakers,62,1,0.1,62,6.2,Low,credit_card
08/08/2018,20:51:52,5,17276,Male,Mobile,Member,Fashion,Titak watch,228,1,0.5,102.4,10.2,High,credit_card
27/10/2018,11:39:12,6,30759,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.4,66.3,6.6,High,money_order
02/08/2018,22:24:40,10,57497,Male,Mobile,Member,Fashion,T - Shirts,248,2,0.3,153.1,15.3,Medium,credit_card
29/07/2018,20:17:44,2,31207,Male,Mobile,Member,Fashion,Shirts,196,1,0.1,110.1,11,High,credit_card
09/08/2018,15:03:09,4,20136,Male,Mobile,Member,Fashion,Jeans,218,1,0.4,111.8,11.2,High,credit_card
04/03/2018,22:44:41,4,55213,Male,Mobile,Member,Fashion,Suits,109,1,0.3,19.2,1.9,Low,credit_card
06/03/2018,11:44:16,4,35549,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.4,21.3,2.1,Medium,e_wallet
11/10/2018,12:21:38,10,44442,Male,Mobile,Guest,Fashion,Casula Shoes,122,1,0.2,32.2,3.2,High,money_order
07/03/2018,21:57:04,5,29744,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.5,132.8,13.3,High,credit_card
18/11/2018,20:44:06,6,10301,Male,Mobile,Guest,Fashion,Formal Shoes,213,1,0.1,124.5,12.4,Medium,credit_card
06/11/2018,12:40:37,10,35764,Male,Mobile,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Medium,credit_card
02/03/2018,10:03:10,3,12533,Male,Mobile,Member,Fashion,Titak watch,228,1,0.1,138.9,13.9,Medium,credit_card
07/01/2018,09:57:16,10,18323,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.1,74.2,7.4,Medium,credit_card
19/10/2018,16:24:39,7,23495,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.3,138.2,13.8,Medium,credit_card
21/11/2018,22:39:31,7,29318,Male,Mobile,Member,Fashion,Shirts,196,5,0.5,67,6.7,Medium,e_wallet
14/07/2018,09:20:41,1,40009,Male,Mobile,Guest,Fashion,Jeans,218,2,0.4,120.6,12.1,Medium,credit_card
08/02/2018,09:58:50,1,12345,Male,Mobile,Member,Fashion,Suits,109,1,0.5,7.2,0.7,High,money_order
22/09/2018,23:35:47,5,15373,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.2,21.3,2.1,Medium,credit_card
17/09/2018,09:43:20,6,29131,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.2,34.7,3.5,Medium,money_order
07/07/2018,21:08:16,2,47461,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.2,139.5,14,Medium,credit_card
01/12/2018,11:31:23,6,25754,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.2,116,11.6,Medium,credit_card
07/05/2018,20:48:30,8,13036,Male,Mobile,Member,Fashion,Sneakers,62,1,0.4,20.7,2.1,Medium,credit_card
06/01/2018,10:28:12,9,52724,Male,Mobile,Member,Fashion,Titak watch,228,2,0.2,138.9,13.9,Medium,e_wallet
15/05/2018,20:34:52,8,26851,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.5,47.2,4.7,Medium,credit_card
20/10/2018,10:14:59,1,44782,Male,Mobile,Guest,Fashion,T - Shirts,248,1,0.3,138.2,13.8,Medium,credit_card
18/11/2018,00:50:21,2,20697,Male,Mobile,Member,Fashion,Shirts,196,1,0.5,86.6,8.7,Medium,money_order
12/10/2018,22:34:50,3,56656,Male,Mobile,Member,Fashion,Jeans,218,1,0.1,131.5,13.1,Medium,money_order
08/08/2018,11:40:35,4,39497,Male,Mobile,Guest,Fashion,Suits,109,1,0.2,26.8,2.7,Medium,credit_card
29/05/2018,13:17:17,1,48796,Male,Mobile,Member,Fashion,Sports Wear,85,5,0.4,17,1.7,High,credit_card
09/12/2018,23:18:02,5,49889,Male,Mobile,Guest,Fashion,Casula Shoes,122,2,0.1,39.6,4,Medium,e_wallet
04/05/2018,15:20:52,6,14183,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.4,135,13.5,Medium,credit_card
17/10/2018,07:56:36,1,13979,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.1,130.9,13.1,High,credit_card
14/12/2018,14:00:16,1,33699,Male,Mobile,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,Medium,credit_card
23/01/2018,23:39:37,5,38652,Male,Mobile,Member,Fashion,Titak watch,228,2,0.2,138.9,13.9,High,money_order
16/11/2018,20:08:12,8,30222,Male,Mobile,Guest,Fashion,Fossil Watch,159,2,0.4,66.3,6.6,Medium,money_order
28/08/2018,20:39:17,8,30183,Male,Mobile,Guest,Fashion,T - Shirts,248,5,0.4,118.4,11.8,Low,credit_card
02/11/2018,12:33:46,8,46662,Male,Mobile,Member,Fashion,Shirts,196,2,0.1,112.1,11.2,Medium,money_order
26/07/2018,07:11:07,7,93003,Male,Mobile,Member,Fashion,Jeans,218,2,0.1,133.6,13.4,Medium,credit_card
02/07/2018,21:24:39,9,72172,Male,Mobile,Member,Fashion,Suits,109,1,0.3,19.2,1.9,High,e_wallet
08/08/2018,10:01:26,1,65192,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.2,3.3,0.3,Medium,credit_card
21/12/2018,14:29:14,1,92511,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.2,39.6,4,Medium,credit_card
19/05/2018,21:55:13,6,67813,Male,Mobile,Member,Fashion,Running Shoes,224,2,0.5,121.6,12.2,Medium,credit_card
19/06/2018,16:33:55,1,81440,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.5,90.4,9,High,credit_card
15/06/2018,16:24:56,8,92912,Male,Mobile,Member,Fashion,Sneakers,62,2,0.4,31,3.1,Medium,e_wallet
12/09/2018,17:59:26,10,80609,Male,Mobile,Guest,Fashion,Titak watch,228,1,0.4,120.6,12.1,Medium,money_order
25/06/2018,09:28:33,3,67751,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.5,55.2,5.5,High,money_order
23/05/2018,22:15:52,4,91228,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.4,158.1,15.8,High,credit_card
17/01/2018,21:08:24,9,96230,Male,Mobile,Member,Fashion,Shirts,196,5,0.1,106.2,10.6,Medium,credit_card
17/09/2018,16:10:41,1,92025,Male,Mobile,Member,Fashion,Jeans,218,1,0.1,131.5,13.1,Low,credit_card
28/08/2018,12:00:26,2,81758,Male,Mobile,Member,Fashion,Suits,109,1,0.2,26.8,2.7,Medium,credit_card
16/01/2018,16:19:34,4,95730,Male,Mobile,Member,Fashion,Sports Wear,85,2,0.4,42.5,4.3,Medium,credit_card
28/06/2018,17:22:43,5,68444,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.5,35.9,3.6,Medium,money_order
02/10/2018,12:11:15,10,79946,Male,Mobile,Member,Fashion,Running Shoes,224,5,0.4,99.2,9.9,High,credit_card
05/02/2018,09:12:36,4,97532,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.1,126.6,12.7,Medium,money_order
26/07/2018,13:46:21,4,82926,Male,Mobile,Member,Fashion,Sneakers,62,1,0.2,15.5,1.6,Medium,money_order
28/11/2018,20:55:20,10,87204,Male,Mobile,Member,Fashion,Titak watch,228,1,0.3,127.5,12.7,Medium,money_order
22/02/2018,14:38:51,7,91959,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.1,77.4,7.7,Low,credit_card
07/05/2018,13:02:38,2,84535,Male,Mobile,Guest,Fashion,T - Shirts,248,5,0.3,130.8,13.1,Medium,credit_card
02/10/2018,23:42:33,3,79433,Male,Mobile,Member,Fashion,Shirts,196,1,0.3,110.1,11,Medium,credit_card
03/05/2018,22:16:54,3,77137,Male,Mobile,Member,Fashion,Jeans,218,1,0.3,131.5,13.1,Low,money_order
27/03/2018,11:51:18,8,86103,Male,Mobile,Member,Fashion,Suits,109,5,0.3,12.7,1.3,Medium,credit_card
18/05/2018,15:54:30,5,93878,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.4,28.3,2.8,Medium,credit_card
17/02/2018,12:53:07,3,99053,Male,Mobile,Member,Fashion,Casula Shoes,122,2,0.1,39.6,4,High,credit_card
22/10/2018,13:12:28,2,93799,Male,Mobile,Member,Fashion,Running Shoes,224,5,0.4,99.2,9.9,Medium,credit_card
08/11/2018,13:48:59,7,97183,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.3,113.8,11.4,Medium,e_wallet
09/04/2018,17:25:19,7,63606,Male,Mobile,Member,Fashion,Sneakers,62,1,0.3,20.7,2.1,Medium,credit_card
30/12/2018,21:23:39,7,62561,Male,Mobile,Member,Fashion,Titak watch,228,5,0.1,136.6,13.7,High,credit_card
11/10/2018,08:42:30,6,89960,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.1,75.8,7.6,Low,credit_card
26/02/2018,23:16:07,5,92397,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.2,163,16.3,Low,credit_card
25/04/2018,04:31:42,5,99539,Male,Mobile,Member,Fashion,Shirts,196,1,0.1,110.1,11,Medium,money_order
16/08/2018,11:51:05,4,60431,Male,Mobile,Member,Fashion,Jeans,218,1,0.5,94.4,9.4,High,credit_card
28/06/2018,19:49:15,10,96842,Male,Mobile,Member,Fashion,Suits,109,1,0.1,24.6,2.5,High,credit_card
04/07/2018,16:23:59,10,76926,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.4,28.3,2.8,Low,credit_card
30/11/2018,12:15:21,6,69287,Male,Mobile,Member,Fashion,Casula Shoes,122,5,0.5,11.5,1.2,Medium,credit_card
20/09/2018,13:30:18,6,94246,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.5,99.2,9.9,High,credit_card
12/05/2018,16:24:55,2,76277,Male,Mobile,Member,Fashion,Formal Shoes,213,1,0.1,124.5,12.4,Medium,credit_card
13/04/2018,19:47:16,6,94105,Male,Mobile,Guest,Fashion,Sneakers,62,5,0.5,12.4,1.2,Medium,credit_card
04/05/2018,15:42:16,6,71032,Male,Mobile,Guest,Fashion,Titak watch,228,5,0.1,136.6,13.7,Medium,credit_card
11/08/2018,15:37:27,6,94380,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.1,77.4,7.7,Medium,credit_card
05/02/2018,22:29:57,6,79482,Male,Mobile,Member,Fashion,T - Shirts,248,2,0.2,158.1,15.8,High,credit_card
01/11/2018,18:55:10,1,61844,Male,Mobile,Member,Fashion,Shirts,196,1,0.5,86.6,8.7,Medium,credit_card
16/01/2018,15:57:54,5,69552,Male,Mobile,Member,Fashion,Jeans,218,2,0.4,120.6,12.1,Medium,credit_card
06/09/2018,10:48:38,7,95437,Male,Mobile,Member,Fashion,Suits,109,5,0.4,7.2,0.7,Medium,credit_card
10/08/2018,19:02:28,3,89555,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.3,28.3,2.8,Medium,credit_card
14/12/2018,09:51:47,4,89993,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.5,23.7,2.4,Medium,credit_card
06/07/2018,19:15:39,9,88114,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.5,99.2,9.9,High,credit_card
19/06/2018,09:29:34,8,60015,Male,Mobile,Member,Fashion,Formal Shoes,213,5,0.3,101.1,10.1,Low,credit_card
17/06/2018,11:04:28,2,87712,Male,Mobile,Member,Fashion,Sneakers,62,1,0.4,15.5,1.6,Medium,credit_card
17/07/2018,09:56:35,4,72313,Male,Mobile,Member,Fashion,Titak watch,228,1,0.4,111.5,11.2,Low,credit_card
21/08/2018,09:10:09,5,71631,Male,Mobile,Member,Fashion,Fossil Watch,159,1,0.3,74.2,7.4,Medium,credit_card
27/10/2018,11:21:36,8,73783,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.3,145.7,14.6,Medium,credit_card
13/07/2018,22:41:32,9,70119,Male,Mobile,Member,Fashion,Shirts,196,5,0.2,96.4,9.6,Medium,credit_card
23/04/2018,16:22:58,6,61306,Male,Mobile,Member,Fashion,Jeans,218,2,0.3,124.9,12.5,Medium,credit_card
17/08/2018,19:14:12,4,69832,Male,Mobile,Member,Fashion,Suits,109,1,0.1,27.9,2.8,Medium,money_order
14/11/2018,21:44:06,3,61046,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.5,21.3,2.1,High,credit_card
29/05/2018,08:19:41,5,79431,Male,Mobile,Member,Fashion,Casula Shoes,122,5,0.1,35.9,3.6,Medium,credit_card
05/01/2018,17:32:22,2,77534,Male,Mobile,Member,Fashion,Running Shoes,224,1,0.5,132.8,13.3,Medium,credit_card
08/01/2018,13:26:33,6,96196,Male,Mobile,Member,Fashion,Formal Shoes,213,5,0.5,79.8,8,High,credit_card
19/12/2018,20:49:11,10,76539,Male,Mobile,First SignUp,Fashion,Sneakers,62,1,0.5,62,6.2,High,money_order
12/10/2018,15:31:06,4,75269,Male,Mobile,Member,Fashion,Titak watch,228,1,0.3,120.6,12.1,High,credit_card
30/09/2018,19:54:19,10,80793,Male,Mobile,Member,Fashion,Fossil Watch,159,2,0.5,63.1,6.3,Medium,credit_card
29/05/2018,17:50:55,9,70835,Male,Mobile,Guest,Fashion,T - Shirts,248,1,0.3,160.6,16.1,High,credit_card
12/05/2018,22:41:20,3,87814,Male,Mobile,Member,Fashion,Shirts,196,1,0.1,114,11.4,Medium,money_order
06/12/2018,21:47:08,5,77032,Male,Mobile,Member,Fashion,Jeans,218,2,0.5,116.2,11.6,Medium,credit_card
28/06/2018,18:04:29,10,69504,Male,Mobile,Member,Fashion,Suits,109,2,0.1,26.8,2.7,Medium,credit_card
16/07/2018,18:40:53,1,94447,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.5,0.8,0.1,Medium,credit_card
26/08/2018,18:41:04,3,70991,Male,Mobile,Member,Fashion,Casula Shoes,122,2,0.1,39.6,4,Medium,credit_card
